,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-14,177.21749965064228,260.7508500851691,372.22979901731014,443.98718366771936,708.5072967275976,3113,72.0,0.0,276.444404674737,115.772472082629,20.9947517507173,8.79241637681719
1,2024-01-21,182.02153275087477,304.96331595629454,387.9919846728444,502.56858407333493,733.5482326984403,3113,63.0,0.0,345.059512056952,122.050626265217,26.2057711147495,9.2692149167307
2,2024-01-28,217.47938686050475,328.90490125492215,444.66881918907166,568.3521863222122,817.2179765425622,3113,55.0,0.0,421.152005364226,141.220741352623,31.9846654604643,10.7251018888917
3,2024-02-04,203.8331497276202,355.8286482542753,434.78722757846117,554.2884745001793,810.1735477991399,3113,24.0,0.0,564.243015960793,149.358596024582,42.851806174594,11.3431366030406
4,2024-02-11,200.77646042257547,335.9032855667174,437.510731369257,547.4841465689242,797.7357314988967,3113,5.0,1.0,701.845445801667,187.875632772892,53.3021130209334,14.2683382386298
5,2024-02-18,233.13809508383275,382.5815877020359,460.13232873380184,575.1541893705726,796.9264003157614,3113,1.0,3.0,889.182608321849,238.661368990633,67.529556782809,18.1252943076933
6,2024-02-25,250.33218954317272,393.54944517463446,480.7920438721776,601.3039853721857,847.6361987873908,3113,0.0,3.0,1080.51698939879,262.365220941967,82.0605719314565,19.9254989015955
7,2024-03-03,275.0012986835092,406.2603269442916,486.5131022706628,593.229138314724,772.5040745571253,3113,0.0,5.0,1220.60272823745,288.845151676488,92.6994753094935,21.9365346206999
8,2024-03-10,271.3395858826116,393.11272809281945,474.72116193920374,570.0464971885085,757.185966713726,3113,0.0,17.0,1376.06552495401,354.508789223329,104.506199440433,26.9234026709577
9,2024-03-17,303.6827847260982,392.28723519667983,469.20400500297546,568.692743897438,750.1429933302103,3113,0.0,18.0,1464.57638426744,377.999296668789,111.228214742984,28.7074046763378
