,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-14,67.39646030589938,156.43339325115085,201.1727811023593,247.86228409036994,383.2772894054649,3102,100.0,0.0,20.835943360895,6.29508327260017,2.62180007787595,0.79211435395406
1,2024-01-21,67.53276683017612,150.50660247728229,200.6329771131277,254.28860358148813,405.8882248990237,3102,100.0,0.0,29.8032625276695,6.10863752312483,3.75016358331303,0.768653766063832
2,2024-01-28,57.77785198399797,157.25438848137856,204.93490656465292,252.16924057155848,411.64722005277844,3102,100.0,0.0,27.733119513881,6.99177493121743,3.48967616401281,0.879779510898497
3,2024-02-04,75.9490959564224,158.50642766430974,202.13797079771757,244.67782654985785,398.1895991668104,3102,100.0,0.0,31.8414191534507,6.6500255650879,4.00662613495471,0.836776969606603
4,2024-02-11,94.2702120538801,167.94152204319835,211.5367997214198,251.5623777322471,382.5706806704402,3102,100.0,0.0,44.8395889343893,6.68902922381063,5.64219415093754,0.841684824926877
5,2024-02-18,90.81118560060858,161.85020162910223,189.96171479672194,227.22760792076588,352.20971749871967,3102,100.0,0.0,62.8956144337263,12.279411638995,7.91419538651099,1.54512621932973
6,2024-02-25,110.59434901867061,159.761523026973,188.1479515954852,218.0392830260098,328.4004780001937,3102,99.0,0.0,91.8038912518217,12.8379648419589,11.5517423456368,1.61540932605851
7,2024-03-03,105.2650225367397,151.62364752218127,172.11219016462564,205.22737342864275,294.4090207982808,3102,63.0,0.0,159.639428020761,25.7789930937025,20.0875313187128,3.2437871868802
8,2024-03-10,111.08503752034157,151.13781939074397,171.86659683287144,206.18970221281052,288.34450258091096,3102,20.0,0.0,211.79739758478,28.6251821539734,26.6506019844473,3.60192497649778
9,2024-03-17,128.3661792498082,162.6742394156754,185.0795471444726,219.45562479272485,290.52960932999844,3102,24.0,0.0,221.389221916466,26.9318561937953,27.857547374162,3.38885268803128
