,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-14,551.1752459462732,732.8959240503609,889.1106927394867,982.4858311414719,1327.5277071118355,3107,100.0,0.0,216.707890466993,45.8940181137567,12.8576754303926,2.7229760200777
1,2024-01-21,555.2001106956974,777.7177946604788,919.6430486217141,1050.7958966866136,1411.7053119577454,3107,100.0,0.0,254.875905888468,50.683912899878,15.1222535823649,3.00716923691425
2,2024-01-28,546.6648728482426,813.2738361619413,925.5570178180933,1069.0953897982836,1332.196832145005,3107,100.0,0.0,265.3900707116,51.4013073323037,15.7460782083449,3.04973356047359
3,2024-02-04,526.7972011305392,835.2844379246235,963.7410904616117,1108.3671307861805,1336.8918985716996,3107,100.0,0.0,380.589691816396,64.8109395511096,22.5810823915234,3.84535156191689
4,2024-02-11,516.5041588447988,821.8887398131192,964.4397013708949,1127.8284225985408,1317.7873802550137,3107,100.0,0.0,440.758676188915,62.9050968608041,26.1510182640525,3.73227442992817
5,2024-02-18,496.13512664493174,796.1375168859959,926.1978730559349,1088.412990577519,1271.163655400276,3107,94.0,0.0,595.230656125618,121.659016096604,35.3161233132328,7.21825190019698
6,2024-02-25,460.61326465364544,757.6794750317931,932.8979540616274,1063.7363404780626,1296.3390394739804,3107,90.0,0.0,642.790022628627,132.751265054764,38.137907498631,7.87637531503801
7,2024-03-03,440.02944165039804,752.7860252782702,913.8600345924497,1074.4503771811724,1286.7797100059686,3107,72.0,0.0,781.559320640964,174.547703144085,46.3713437140873,10.3562344191108
8,2024-03-10,380.3986297292635,683.880568575114,863.8386303260922,1018.0913775041699,1262.4569985084233,3107,53.0,0.0,821.614044177917,185.772714954597,48.7478637087327,11.0222348967624
9,2024-03-17,320.1529563247226,647.5313703417778,814.986260086298,959.7227766439319,1216.014302776381,3107,15.0,0.0,1019.01942233875,204.769412294196,60.4602857859183,12.1493436887664
