,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-14,10565.433493423463,15736.084270477295,17556.782684326172,19372.821933746338,23147.662437057494,3103,100.0,0.0,2069.63453165025,518.375781635156,30.9689228341157,7.75670261344792
1,2024-01-21,12651.365717697145,17322.465293884277,19050.223022460938,21213.412342071533,24236.716090393063,3103,100.0,0.0,2411.90644292948,572.709857919525,36.0904997340913,8.56972915991353
2,2024-01-28,12200.237988281251,17014.34433746338,19093.556007385254,21084.741554260254,24654.746971893303,3103,100.0,0.0,2853.26667390237,608.785618901231,42.6947821453188,9.10954787715034
3,2024-02-04,12186.672969818115,18097.390434265137,20015.09129333496,22069.22378540039,25635.138901519764,3103,100.0,0.0,3973.6732799217,799.16260447526,59.4599574427079,11.9582489813654
4,2024-02-11,12603.651971626283,17989.225776672363,20911.77671813965,23041.387870788574,26663.956123352044,3103,100.0,0.0,4609.29756821247,828.657024350436,68.9711050557459,12.3995879710193
5,2024-02-18,12495.531848716737,16808.86918258667,19114.726959228516,21761.47190093994,24599.890723800658,3103,100.0,0.0,5780.58326037103,844.972865815794,86.4976082438423,12.6437296431779
6,2024-02-25,12332.127649497985,16362.663396835327,18519.10189819336,20376.187854766846,23392.94106788635,3103,100.0,0.0,7259.62082330474,982.831096127536,108.629148597844,14.7065677101326
7,2024-03-03,10488.75566883087,14495.753482818604,16636.88804626465,18084.335620880127,21460.85028991699,3103,100.0,0.0,7712.46972595564,1072.66255716191,115.405341450853,16.0507584560375
8,2024-03-10,10527.353263664247,14277.918354034424,16249.241432189941,17685.008125305176,20477.995075607298,3103,100.0,0.0,7848.89620443085,1036.07632519796,117.446755536199,15.5033013194487
9,2024-03-17,8452.413970756532,12317.228485107422,13912.159183502197,15523.68138885498,18098.274583053586,3103,99.0,0.0,7950.80077952067,1031.55594880992,118.971602012298,15.4356607841746
