,date,lower_2_5,lower_25,forecast,upper_75,upper_97_5,macroregion,prob_high,prob_low,HT,LT,HTinc,LTinc
0,2024-01-14,93.5534849849064,203.89514197595417,367.28943079710007,525.3678842633963,941.8520827740416,3108,71.0,1.0,229.870985969848,67.8163562355337,13.6765771976225,4.03485297373895
1,2024-01-21,78.07439901144244,222.42078558541834,377.6215071976185,571.7468954250216,914.2642886042588,3108,71.0,3.0,240.238562555299,70.7734065193818,14.2934143374857,4.21078786310165
2,2024-01-28,65.23554910370149,249.82108608819544,402.6640846952796,594.169886726886,1075.4705091752098,3108,73.0,4.0,262.728910064275,70.0174259288328,15.6315169806276,4.16580947288452
3,2024-02-04,97.80826935218647,250.6501797027886,402.4531763419509,585.7438400387764,985.7129224427031,3108,62.0,2.0,327.785294570618,81.7568805095635,19.5021605990263,4.86426889852255
4,2024-02-11,156.6764480001293,250.92777817510068,321.5368212200701,435.96106270328164,697.7984078824513,3108,33.0,0.0,382.819406203704,101.312368493298,22.7765115271212,6.027756930378
5,2024-02-18,130.19215822499245,301.88451361842453,427.7373043075204,641.3211588747799,1062.2812915407114,3108,37.0,3.0,537.415406605191,128.675515813568,31.974471526353,7.65577533868934
6,2024-02-25,150.59541785437614,286.2380385398865,439.56740468740463,677.1984294429421,1076.2477282695472,3108,26.0,1.0,647.717508347259,126.1241099632,38.5370883923774,7.50397497585621
7,2024-03-03,164.1247881287709,323.538971953094,467.23748583346605,646.2803890183568,1102.8102427385743,3108,8.0,3.0,808.509356930605,168.574223413365,48.103681238449,10.0296188764969
8,2024-03-10,170.62890911428258,307.35842537134886,443.3646149560809,636.7850877344608,990.5423587970427,3108,3.0,4.0,954.437018211217,172.872045888892,56.7859032089703,10.285325357331
9,2024-03-17,201.4827937912196,324.3443079665303,457.87324722856283,596.1290734820068,935.2288431897755,3108,1.0,3.0,1114.00522805207,200.646259570034,66.2796935234255,11.937800879245
